row,prediction
181,118.754105
182,119.36421
183,118.64731
184,118.76712
185,117.72512
186,118.12757
187,118.71048
188,119.17934
189,118.345245
190,119.68061
191,118.954895
192,118.855965
193,119.07364
194,119.12855
195,119.06823
196,118.63619
197,119.32191
198,118.61173
199,119.38224
200,118.74439
201,119.082146
202,118.453514
203,119.06416
204,118.947296
205,118.74118
206,118.324326
207,118.794624
208,119.55641
209,118.93629
210,119.20293
211,119.03048
212,118.675354
213,118.80023
214,118.73991
215,120.19784
216,118.95207
217,119.07526
218,118.57494
219,119.43077
220,118.88085
221,118.9298
222,118.858475
223,118.7583
224,118.44102
225,118.19387
226,118.39518
227,119.104836
228,118.419174
229,118.88425
230,118.87247
231,118.87608
232,118.209625
233,118.67187
234,118.37014
235,119.259285
236,118.45573
237,119.08965
238,117.94947
239,118.642654
240,119.04731
241,115.92701
242,120.63453
243,119.3273
244,117.713
245,119.36956
246,118.42342
247,120.296165
248,118.43511
249,119.00675
250,118.54515
251,119.0829
252,120.22305
253,119.154594
254,118.827324
255,119.02395
256,118.73886
257,118.72126
258,118.85534
259,118.93511
260,118.47899
261,118.98356
262,118.70009
263,118.18992
264,118.62314
265,118.945274
266,118.8218
267,118.59211
268,118.649124
269,119.04378
270,119.2308
271,118.74156
272,119.276024
273,118.55271
274,118.43382
275,118.7
276,119.26374
277,119.21489
278,119.258286
279,118.86716
280,119.569176
281,117.65096
282,119.14323
283,119.01569
284,118.747116
285,119.22299
286,118.8054
287,118.382774
288,120.00142
289,119.18872
290,120.35898
291,118.79321
292,119.12763
293,119.69099
294,118.61585
295,118.60621
296,118.959404
297,119.692986
298,118.74132
299,119.12143
300,118.29601
301,118.939896
302,119.59462
303,118.69413
304,118.89725
305,119.56832
306,119.580734
307,118.786064
308,118.807945
309,118.574646
310,118.871376
311,118.85981
312,118.74605
313,120.29397
314,119.07556
315,118.82487
316,118.9589
317,118.917336
318,118.65959
319,118.7117
320,119.0212
321,118.61737
322,119.00765
323,118.73669
324,117.866425
325,118.96842
326,118.99528
327,119.59191
328,119.19195
329,118.90271
330,118.60823
331,118.45194
332,118.286545
333,119.33249
334,119.25276
335,118.39
336,119.19998
337,119.12466
338,118.79462
339,118.89709
340,119.86611
341,118.87809
342,118.834656
343,118.955284
344,117.96875
345,118.68375
346,119.06018
347,119.05658
348,118.55117
349,118.60705
350,118.7786
351,118.63353
352,119.25877
353,118.77502
354,118.68833
355,118.59245
356,119.37176
357,119.30423
358,118.89858
359,119.07925
360,118.30066
361,119.59648
362,120.046036
363,119.209496
364,119.49526
365,119.145676
366,118.53619
367,118.48013
368,119.58133
369,118.35369
370,119.45563
371,118.97754
372,118.983284
373,118.81691
374,118.54384
375,118.89636
376,118.65858
377,118.835846
378,117.28871
379,119.048904
380,118.95173
381,118.40896
382,119.02303
383,118.25633
384,119.17296
385,119.915726
386,118.8562
387,118.29429
388,119.53688
389,118.8954
390,118.84483
391,118.96076
392,119.275604
393,118.48496
394,118.80193
395,118.63773
396,118.32078
397,119.06921
398,118.77694
399,118.70703
400,118.52956
401,119.32345
402,118.59089
403,118.85793
404,120.78108
405,119.11178
406,118.61024
407,118.636856
408,120.851616
409,118.99177
410,118.51636
411,118.477325
412,119.539444
413,118.69654
414,118.620766
415,118.798134
416,119.63515
417,118.93451
418,118.84792
419,118.37744
420,118.79941
421,118.915375
422,118.80142
423,118.96885
424,118.76248
425,120.72215
426,118.88127
427,118.460556
428,119.646416
429,121.22879
430,120.958015
431,118.71931
432,118.79913
433,119.37778
434,118.809746
435,118.87443
436,118.57095
437,118.66584
438,119.38087
439,117.91868
440,118.976036
441,118.84153
442,118.5752
443,118.96937
444,118.77936
445,119.54259
446,118.81353
447,118.68434
448,119.28954
449,119.38332
450,119.410576
451,118.70052
452,118.67681
453,118.63727
454,119.66566
455,118.654854
456,119.16042
457,120.2012
458,119.05734
459,119.181145
460,119.255486
461,118.648544
462,118.34005
463,118.92968
464,118.95195
465,118.56195
466,118.89431
467,118.755775
468,118.87678
469,118.625534
470,118.76684
471,118.52187
472,119.10565
473,118.93595
474,118.60547
475,118.68436
476,118.88204
477,118.73307
478,118.99765
479,118.43211
480,118.02945
481,118.83066
482,118.31211
483,118.80559
484,118.212555
485,119.854904
486,119.238556
487,118.744125
488,119.29566
489,118.58669
490,118.44108
491,118.541466
492,119.00651
493,118.78724
494,119.45688
495,118.584076
496,119.334114
497,118.76906
498,119.024826
499,118.84748
500,119.17196
501,119.14192
502,119.05315
503,119.41605
504,118.90503
505,118.85678
506,119.03508
507,118.43115
508,118.909744
509,118.976074
510,119.29696
511,118.74644
512,118.57381
513,119.192406
514,119.09555
515,118.69034
516,118.936745
517,119.07471
518,118.76297
519,118.66429
520,118.74294
521,119.26111
522,118.747604
523,118.44399
524,119.18809
525,119.74942
526,119.65659
527,118.12163
528,118.058716
529,119.12968
530,118.42432
531,119.045555
532,118.78366
533,118.46285
534,119.03713
535,118.75261
536,118.80084
537,119.32441
538,118.830986
539,118.97539
540,119.175095
541,118.73994
542,118.99305
543,118.83516
544,119.04987
545,119.844635
546,118.75298
547,118.14559
548,119.10948
549,118.86988
550,118.401726
551,118.391884
552,119.19278
553,118.65745
554,118.30294
555,119.17255
556,118.31702
557,119.05421
558,118.52701
559,118.69381
560,118.815094
561,119.62007
562,119.01106
563,118.447266
564,119.10416
565,118.85661
566,118.56923
567,119.0592
568,118.266815
569,118.841995
570,118.806404
571,118.82313
572,119.03838
573,119.30631
574,119.37675
575,118.84577
576,118.85999
577,119.55115
578,119.16305
579,119.234665
580,118.4935
581,118.852844
582,118.94872
583,118.6636
584,118.47466
585,118.7354
586,118.2258
587,118.75798
588,118.754616
589,118.46952
590,118.61961
591,118.58574
592,118.932755
593,119.55309
594,118.10519
595,118.68274
596,118.96022
597,118.90729
598,118.55853
599,118.87816
600,118.7507
601,118.7859
602,118.61363
603,119.043724
604,118.483086
605,119.04045
606,118.14334
607,118.97836
608,119.00133
609,121.19261
610,119.306244
611,118.980774
612,119.22697
613,118.29872
614,118.971825
615,119.31648
616,119.06999
617,118.96289
618,119.07071
619,118.521774
620,118.6983
621,118.99262
622,118.95673
623,119.43167
624,118.76837
625,118.94716
626,119.021095
627,118.54523
628,118.33749
629,119.19712
630,119.321434
631,118.99886
632,119.05377
633,118.11129
634,118.9221
635,118.524765
636,119.82502
637,118.39532
638,119.16872
639,118.22272
640,118.56483
641,118.74343
642,118.80408
643,119.12492
644,118.667274
645,118.87351
646,118.61171
647,118.96763
648,118.87125
649,118.69232
650,119.033356
651,118.75024
652,118.4318
653,118.75496
654,118.53804
655,120.07701
656,118.49034
657,118.99824
658,119.00805
659,118.60761
660,118.98278
661,118.815125
662,119.105675
663,118.67443
664,118.67323
665,118.19639
666,119.733734
667,118.92036
668,117.76479
669,118.907715
670,119.05121
671,118.356766
672,118.99184
673,118.905846
674,118.80283
675,120.86178
676,118.32842
677,118.71593
678,118.6517
679,118.80625
680,118.93878
681,118.829796
682,118.82839
683,118.536156
684,118.240265
685,119.05886
686,119.03994
687,118.57375
688,118.866554
689,121.492035
690,119.05944
691,118.72221
692,118.49533
693,118.87827
694,121.36445
695,119.091484
696,118.91673
697,118.607124
698,118.86065
699,118.53182
700,118.018295
701,118.94622
702,118.968
703,118.51109
704,118.38863
705,118.50473
706,118.63082
707,119.10423
708,118.62425
709,118.529625
710,118.68252
711,118.91404
712,118.780495
713,118.67701
714,118.55084
715,118.670746
716,117.67007
717,118.37973
718,117.82447
719,118.84144
720,118.592285
721,118.07178
722,118.9629
723,118.88071
724,119.6312
725,118.89446
726,119.00336
727,119.12215
728,118.30003
729,118.61996
730,118.75487
731,118.82933
732,118.967155
733,118.91486
734,119.1071
735,118.834175
736,119.17487
737,119.134865
738,118.94773
739,118.87892
740,118.922676
741,118.68284
742,119.09953
743,118.82237
744,119.15852
745,118.24952
746,118.9517
747,118.761055
748,119.08403
749,118.1466
750,118.351974
751,118.59383
752,118.94137
753,118.823
754,119.751755
755,119.50431
756,119.14602
757,119.26194
758,118.81408
759,118.93358
760,119.07917
761,119.14834
762,119.58228
763,119.10264
764,119.295525
765,118.87023
766,118.435135
767,120.635895
768,119.38246
769,119.543396
770,119.09754
771,118.964676
772,118.96237
773,118.737625
774,118.39017
775,118.64454
776,119.06482
777,119.1872
778,119.170746
779,119.03852
780,119.042336
781,118.72461
782,118.43667
783,119.389015
784,119.88789
785,118.601456
786,118.1778
787,118.84663
788,118.69804
789,119.386566
790,118.575806
791,118.766655
792,118.52753
793,118.99538
794,118.536255
795,119.1084
796,118.67716
797,118.3239
798,118.65995
799,119.0193
800,119.05596
801,118.76741
802,118.73219
803,118.703316
804,118.08726
805,118.93737
806,118.537346
807,118.41817
808,118.99107
809,119.35646
810,118.78312
811,118.74917
812,119.12055
813,118.48515
814,119.475044
815,119.70803
816,118.25112
817,118.59184
818,118.98117
819,118.89044
820,117.76895
821,119.25526
822,119.02268
823,119.23226
824,118.66152
825,118.52686
826,118.61164
827,118.65058
828,118.932884
829,118.98237
830,118.90444
831,119.49378
832,118.951416
833,119.25725
834,118.75488
835,118.71201
836,119.45768
837,119.65077
838,119.079445
839,119.389435
840,118.52493
841,118.80835
842,119.16223
843,119.06047
844,119.42733
845,119.255684
846,118.846565
847,119.34711
848,119.78212
849,118.73582
850,119.04535
851,118.561676
852,118.66428
853,119.03678
854,119.24251
855,118.272255
856,119.00518
857,118.86357
858,119.055626
859,118.923004
860,120.06128
861,118.346825
862,118.88222
863,118.93089
864,119.13757
865,118.22477
866,118.66673
867,118.6185
868,119.10052
869,118.9489
870,119.418755
871,118.22703
872,118.44435
873,118.93998
874,118.876465
875,118.70471
876,118.61714
877,118.73368
878,118.57418
879,118.24108
880,119.15007
881,118.63905
882,118.789116
883,118.69901
884,118.60644
885,118.691605
886,119.06187
887,118.928635
888,118.44182
889,120.39536
890,118.89115
891,118.46555
892,118.96387
893,119.12051
894,118.94888
895,118.9837
896,118.45614
897,118.3148
898,118.698364
899,118.64261
900,118.6381
901,118.422516
902,118.90417
903,118.82779
904,119.25314
905,118.65851
906,118.676796
907,119.48323
908,119.08497
909,118.83201
910,118.625275
911,118.35892
912,119.01729
913,118.96981
914,118.811295
915,118.76291
916,118.512764
917,120.49747
918,119.273964
919,118.79976
920,118.79808
921,118.74175
922,118.76188
923,118.955894
924,118.64424
925,118.89277
926,117.910515
927,118.52781
928,119.203186
929,118.05358
930,118.78712
931,118.74581
932,118.89261
933,118.75884
934,119.222496
935,119.437546
936,120.17028
937,119.07153
938,118.71767
939,118.510574
940,118.815414
941,118.428055
942,119.62734
943,118.85308
944,119.46962
945,118.665306
946,118.80349
947,117.82599
948,118.83013
949,120.405945
950,118.59328
951,119.177155
952,119.00132
953,118.69275
954,118.94252
955,118.77764
956,119.13206
957,118.9577
958,119.404045
959,118.88252
960,118.64814
961,119.13765
962,118.5609
963,118.89584
964,119.885796
965,118.84284
966,118.484695
967,118.83121
968,118.79836
969,118.6533
970,118.983
971,118.33092
972,118.66295
973,118.4365
974,119.077934
975,118.84454
976,118.766815
977,118.59041
978,118.69922
979,118.93151
980,119.02465
981,118.5062
982,118.90081
983,119.44874
984,118.850235
985,118.8108
986,118.86519
987,118.88499
988,118.722595
989,119.19031
990,119.067024
991,117.94053
992,118.91578
993,118.34504
994,119.579735
995,118.467926
996,119.319275
997,118.99804
998,119.55797
999,118.94386
1000,118.96424
1001,118.99273
1002,120.00928
1003,118.48363
1004,118.97175
1005,119.44265
1006,118.80274
1007,118.69669
1008,119.42207
1009,118.44517
1010,118.74601
1011,122.11173
1012,119.1269
1013,118.54798
1014,118.381996
1015,118.297585
1016,119.11972
1017,117.82894
1018,118.865425
1019,119.17762
1020,118.74937
1021,119.250755
1022,118.00314
1023,119.639534
1024,118.827736
1025,119.00563
1026,118.88547
1027,118.248764
1028,118.7474
1029,118.33397
1030,118.55217
1031,118.517006
1032,118.836365
1033,119.35493
1034,118.90674
1035,118.50809
1036,118.427986
1037,118.693344
1038,118.85934
1039,118.3817
1040,118.08388
1041,118.85007
1042,119.11517
1043,118.563446
1044,118.93767
1045,118.78722
1046,118.52098
1047,118.990326
1048,118.67991
1049,118.653336
1050,118.860085
1051,118.77547
1052,118.80361
1053,118.37013
1054,118.97212
1055,119.19627
1056,119.450386
1057,119.00105
1058,119.08384
1059,118.352936
1060,118.7
1061,119.55254
1062,118.66553
1063,118.99149
1064,118.8127
1065,118.62411
1066,118.96473
1067,119.22637
1068,118.839294
1069,118.34014
1070,118.94985
1071,118.79314
1072,118.51493
1073,118.943474
1074,118.443146
1075,117.68314
1076,119.0845
1077,118.62965
1078,118.352135
1079,118.8002
1080,118.87881
1081,119.74816
1082,118.113945
1083,119.73006
1084,119.62295
1085,119.452774
1086,119.4096
1087,119.37101
1088,117.44748
1089,118.487976
1090,119.14569
1091,118.84587
1092,118.67029
1093,119.02613
1094,119.453545
1095,118.79361
1096,119.42134
1097,119.55566
1098,119.04047
1099,119.606316
1100,119.89239
1101,118.24839
1102,119.28328
1103,118.86579
1104,119.16411
1105,119.30165
1106,119.365746
1107,119.4088
1108,118.325584
1109,119.18195
1110,118.732086
1111,118.80494
1112,120.39793
1113,118.71289
1114,119.42518
1115,118.722565
1116,118.054085
1117,118.694626
1118,118.880486
1119,118.439964
1120,118.847496
1121,118.693054
1122,118.66272
1123,118.72068
1124,120.55472
1125,119.28471
1126,118.33508
1127,118.87344
1128,118.74232
1129,119.168625
1130,118.27455
1131,119.23807
1132,118.44356
1133,118.76734
1134,119.32108
1135,118.83681
1136,122.70782
1137,120.051186
1138,118.77329
1139,119.03752
1140,119.78355
1141,117.49474
1142,118.62186
1143,119.88389
1144,118.84986
1145,118.853065
1146,119.481094
1147,119.10937
1148,119.15828
1149,117.98896
1150,118.85898
1151,118.27846
1152,118.669464
1153,118.72762
1154,119.00326
1155,118.232056
1156,119.24524
1157,119.39653
1158,118.40141
1159,118.86393
1160,118.797485
1161,118.85037
1162,119.21467
1163,118.973915
1164,119.30452
1165,118.122925
1166,118.90885
1167,118.989586
1168,118.752846
1169,118.47226
1170,119.036865
1171,119.02142
1172,120.89422
1173,118.249466
1174,118.21197
1175,119.58988
1176,119.263794
1177,117.97768
1178,119.91005
1179,118.68861
1180,118.83985
1181,118.56817
1182,120.62915
1183,118.60547
1184,119.104355
1185,118.51314
1186,118.712685
1187,118.99799
1188,118.821175
1189,118.94608
1190,118.37764
1191,119.15313
1192,118.66441
1193,122.13861
1194,118.97079
1195,118.36049
1196,119.295044
1197,118.46634
1198,118.87356
1199,118.849236
1200,118.80945
1201,118.715416
1202,118.612114
1203,118.95469
1204,118.83962
1205,119.20763
1206,118.70153
1207,119.18833
1208,118.94909
1209,119.43947
1210,119.30709
1211,119.23361
1212,118.9201
1213,118.64574
1214,118.69339
1215,118.78292
1216,118.959526
1217,118.852264
1218,119.089066
1219,118.90528
1220,118.54267
1221,118.50703
1222,118.59557
1223,118.7874
1224,118.66395
1225,118.69734
1226,119.05384
1227,118.99845
1228,118.35326
1229,117.84685
1230,118.60289
1231,118.65963
1232,118.85546
1233,118.88995
1234,119.971725
1235,118.95428
1236,119.0492
1237,118.5948
1238,120.11657
1239,118.96731
1240,118.32313
1241,118.83649
1242,119.334526
1243,118.97618
1244,118.62531
1245,118.76129
1246,119.114525
1247,119.626724
1248,118.78267
1249,118.687546
1250,119.07285
1251,118.90849
1252,118.8531
1253,118.970566
1254,118.93163
1255,118.85295
1256,118.80702
1257,118.94849
1258,119.1521
1259,118.59576
1260,118.69403
1261,119.206894
1262,118.88426
1263,118.3426
1264,119.088905
1265,118.82289
1266,119.11798
1267,118.71798
1268,118.794624
1269,118.570854
1270,118.79015
1271,119.10207
1272,119.03007
1273,119.601555
1274,119.64384
1275,118.90309
1276,118.86413
1277,118.706955
1278,119.08419
1279,118.43522
1280,119.90318
1281,119.29128
1282,118.741
1283,118.74827
1284,118.4011
1285,118.73732
1286,118.53873
1287,118.50389
1288,118.78094
1289,118.89547
1290,118.94502
1291,119.05782
1292,118.38485
1293,118.6168
1294,118.142365
1295,118.7297
1296,118.73982
1297,119.15692
1298,118.43879
1299,118.30197
1300,118.242165
1301,117.70791
1302,118.812645
1303,119.27417
1304,119.10121
1305,118.38976
1306,118.47883
1307,118.54304
1308,118.92965
1309,118.92036
1310,118.90758
1311,119.0689
1312,119.7003
1313,119.15673
1314,118.13148
1315,119.05261
1316,118.96268
1317,119.25113
1318,119.151054
1319,118.41313
1320,118.26589
1321,118.67967
1322,118.722916
1323,120.41746
1324,118.6709
1325,118.88706
1326,119.2597
1327,119.309586
1328,118.13867
1329,119.10155
1330,119.03794
1331,118.5378
1332,119.19274
1333,119.04569
1334,118.53201
1335,119.0416
1336,119.00825
1337,118.11796
1338,117.73742
1339,118.554
1340,120.20883
1341,119.206825
1342,118.65927
1343,118.70036
1344,118.85729
1345,118.80227
1346,118.714294
1347,119.11666
1348,119.103065
1349,119.421974
1350,118.54012
1351,118.366714
1352,118.90012
1353,118.66857
1354,118.869576
1355,119.30449
1356,118.68976
1357,118.274895
1358,119.349915
1359,118.66771
1360,119.096954
1361,118.27939
1362,118.71928
1363,118.89018
1364,117.535706
1365,118.57254
1366,118.986305
1367,118.604706
1368,118.133865
1369,118.54186
1370,118.69764
1371,118.28921
1372,119.26468
1373,119.17669
1374,118.951706
1375,118.9205
1376,118.7427
1377,118.90889
1378,118.84499
1379,118.53931
1380,119.61605
1381,118.40935
1382,118.5631
1383,119.94609
1384,119.23174
1385,119.26145
1386,118.913734
1387,119.17218
1388,118.70982
1389,119.09568
1390,118.878914
1391,118.66072
1392,118.47611
1393,118.95984
1394,119.246864
1395,118.50239
1396,118.60168
1397,118.03942
1398,118.7388
1399,118.8514
1400,118.76417
1401,118.25301
1402,118.94177
1403,119.10326
1404,118.76803
1405,118.76516
1406,118.60781
1407,118.78647
1408,118.51769
1409,119.42537
1410,118.36078
1411,118.33381
1412,118.50925
1413,119.060814
1414,119.09942
1415,118.412834
1416,118.62162
1417,119.3943
1418,118.16426
1419,118.66415
1420,119.82954
1421,118.98803
1422,118.127335
1423,119.51593
1424,118.19968
1425,119.17476
1426,118.7222
1427,118.998604
1428,119.056015
1429,118.71506
1430,118.977715
1431,118.22053
1432,118.725365
1433,118.63389
1434,118.655655
1435,118.477425
1436,118.42244
1437,118.910065
1438,119.688576
1439,118.683044
1440,118.7646
1441,117.63513
1442,118.6164
1443,119.49383
1444,118.6456
1445,118.7137
1446,118.28202
1447,118.88131
1448,118.21293
1449,119.382866
1450,118.45974
1451,118.84597
1452,119.06824
1453,119.02084
1454,119.09911
1455,118.74323
1456,119.054245
1457,118.692726
1458,118.80597
1459,118.673164
1460,118.76482
1461,119.07407
1462,118.62164
1463,118.697296
1464,118.22744
1465,118.86028
1466,118.670265
1467,118.89405
1468,118.741325
1469,118.79995
1470,119.08058
1471,118.29024
1472,119.04284
1473,118.96287
1474,118.75734
1475,118.76864
1476,119.036934
1477,120.29189
1478,119.24291
1479,118.29181
1480,118.34731
1481,118.52077
1482,118.67482
1483,118.83266
1484,118.49824
1485,119.78476
1486,118.31474
1487,118.67421
1488,118.21552
1489,118.62039
1490,119.61608
1491,118.923
1492,118.702835
1493,119.06605
1494,120.66174
1495,118.87202
1496,119.55298
1497,118.92576
1498,119.24236
1499,118.24865
1500,119.57943
1501,118.52131
1502,118.891685
1503,119.31528
1504,118.38072
1505,119.30758
1506,118.83367
1507,118.77731
1508,118.923225
1509,120.02964
1510,118.96375
1511,118.9678
1512,119.37891
1513,118.48943
1514,118.75171
1515,119.06559
1516,119.065025
1517,119.26311
1518,119.547745
1519,118.89342
1520,118.83618
1521,118.358574
1522,118.61244
1523,118.82244
1524,118.82226
1525,120.17334
1526,118.859856
1527,118.76528
1528,118.704094
1529,118.85618
1530,118.92667
1531,119.67011
1532,119.02888
1533,118.53653
1534,119.113976
1535,119.16322
1536,119.395966
1537,118.95097
1538,118.99788
1539,117.888794
1540,118.683044
1541,118.7371
1542,119.2662
1543,118.07377
1544,118.330765
1545,118.71517
1546,119.06762
1547,118.84009
1548,118.84867
1549,119.12966
1550,122.49616
1551,117.67565
1552,118.973915
1553,118.70369
1554,118.79181
1555,118.63051
1556,118.97494
1557,119.89246
1558,118.95815
1559,118.53779
1560,118.33146
1561,119.88491
1562,118.659874
1563,118.2526
1564,118.50599
1565,119.21975
1566,118.94587
1567,119.20057
1568,118.43425
1569,119.12504
1570,118.700935
1571,118.787125
1572,118.396835
1573,118.52074
1574,118.950584
1575,119.02438
1576,118.52896
1577,118.58495
1578,118.71502
1579,119.53534
1580,118.162025
1581,119.10675
1582,118.96826
1583,119.62322
1584,118.74693
1585,118.966515
1586,118.29419
1587,118.22943
1588,118.45201
1589,118.83526
1590,118.323204
1591,118.5346
1592,118.27402
1593,119.75694
1594,118.55381
1595,118.22237
1596,118.85658
1597,119.2743
1598,118.74724
1599,119.04974
1600,118.86653
1601,118.91033
1602,118.79044
1603,118.81149
1604,119.73408
1605,118.47848
1606,118.5841
1607,117.96765
1608,119.897224
1609,118.04093
1610,119.81592
1611,118.900826
1612,119.1258
1613,119.05062
1614,119.29883
1615,119.00494
1616,118.792336
1617,118.85768
1618,119.55996
1619,123.29795
1620,118.98876
1621,118.619026
1622,118.98683
1623,118.20039
1624,119.19729
1625,118.96947
1626,119.175545
1627,119.0515
1628,118.80855
1629,118.45158
1630,117.16398
1631,119.411545
1632,119.31609
1633,118.814896
1634,118.850044
1635,118.69347
1636,118.79962
1637,118.82258
1638,118.48457
1639,118.004105
1640,119.17496
1641,118.780975
1642,119.88726
1643,118.58158
1644,118.83274
1645,118.715836
1646,118.878
1647,118.48785
1648,119.05245
1649,118.619095
1650,118.95837
1651,120.894005
1652,118.73338
1653,118.68027
1654,117.8415
1655,118.40358
1656,119.32149
1657,118.90002
1658,119.689964
1659,118.86166
1660,119.11659
1661,118.20382
1662,119.2738
1663,118.8126
1664,119.168274
1665,118.655685
1666,118.73301
1667,118.76319
1668,119.04783
1669,119.78987
1670,119.08694
1671,118.939575
1672,118.83359
1673,117.68666
1674,118.72476
1675,118.85962
1676,118.81382
1677,119.25293
1678,119.03498
1679,119.31735
1680,119.18156
1681,118.76606
1682,118.91455
1683,119.08847
1684,118.203674
1685,119.21079
1686,119.08581
1687,118.593994
1688,118.75542
1689,118.824776
1690,118.481064
1691,119.1592
1692,119.264786
1693,118.94354
1694,118.48326
1695,118.675186
1696,118.63945
1697,119.36858
1698,119.2298
1699,118.89226
1700,118.817154
1701,119.00804
1702,119.52579
1703,118.2488
1704,117.97816
1705,119.43798
1706,119.81732
1707,118.961266
1708,118.80782
1709,119.30859
1710,118.560074
1711,119.16562
1712,118.90513
1713,118.458496
1714,118.74435
1715,118.87535
1716,119.134995
1717,119.36018
1718,118.68682
1719,118.966644
1720,119.21052
1721,118.655426
1722,118.4916
1723,119.01863
1724,119.01606
1725,118.72434
1726,118.423615
1727,118.508736
1728,118.75809
1729,118.810715
1730,119.16892
1731,119.05943
1732,118.54842
1733,118.53781
1734,118.7992
1735,118.22528
1736,118.619576
1737,118.54612
1738,118.51986
1739,118.80816
1740,118.79284
1741,118.235176
1742,118.992195
1743,117.99056
1744,118.45373
1745,118.92726
1746,118.438675
1747,119.25992
1748,119.35666
1749,118.792854
1750,118.885826
1751,118.93569
1752,118.674355
1753,118.28672
1754,118.89787
1755,118.986916
1756,118.63321
1757,118.56177
1758,119.06467
1759,119.29397
1760,118.85766
1761,119.22901
1762,118.90086
1763,118.95318
1764,118.691666
1765,119.469955
1766,120.506905
1767,118.86325
1768,119.385155
1769,118.82586
1770,118.57246
1771,118.58173
1772,118.78925
1773,119.0697
1774,118.873184
1775,120.09694
1776,118.69496
1777,118.57938
1778,119.538925
1779,119.43649
1780,118.96725
1781,119.19862
1782,119.26241
1783,118.111725
1784,119.37792
1785,118.51858
1786,118.40608
1787,119.10789
1788,119.02375
1789,119.30637
1790,118.60993
1791,118.561035
1792,119.05599
1793,119.03216
1794,118.59431
1795,118.8902
1796,118.92719
1797,118.33538
1798,118.86624
1799,118.64875
1800,119.48589
1801,119.13684
1802,118.373764
1803,119.07126
1804,118.53077
1805,118.593254
1806,118.61861
1807,118.74687
1808,118.17952
1809,118.387245
1810,118.32959
1811,118.961845
1812,118.81641
1813,118.80472
1814,119.07062
1815,118.995155
1816,118.520645
1817,118.77254
1818,118.932
1819,118.72707
1820,119.11088
1821,118.95671
1822,118.82779
1823,119.143425
1824,118.71474
1825,118.15354
1826,119.15549
1827,118.47348
1828,118.510544
1829,121.67142
1830,118.872
1831,118.93498
1832,118.75577
1833,118.98916
1834,119.28343
1835,118.718544
1836,118.82039
1837,118.94513
1838,121.92141
1839,118.90813
1840,118.7064
1841,118.721146
1842,119.15895
1843,118.83416
1844,118.6037
1845,119.22137
1846,118.831604
1847,118.71751
1848,118.87204
1849,119.493324
1850,119.40353
1851,118.63167
1852,119.10374
1853,119.369064
1854,119.45719
1855,118.59867
1856,118.49162
1857,119.288475
1858,120.18751
1859,119.029945
1860,118.95588
1861,118.941345
1862,118.92245
1863,119.006744
1864,118.392235
1865,118.87086
1866,119.23466
1867,118.53825
1868,119.21481
1869,119.146034
1870,118.79204
1871,118.85777
1872,118.31079
1873,119.18333
1874,118.31174
