id,BeatsPerMinute
524554,118.84483
524555,118.96076
524556,119.275604
524557,118.48496
524558,118.80193
524559,118.63773
524560,118.32078
524561,119.06921
524562,118.77694
524563,118.70703
524564,118.52956
524565,119.32345
524566,118.59089
524567,118.85793
524568,120.78108
524569,119.11178
524570,118.61024
524571,118.636856
524572,120.851616
524573,118.99177
524574,118.51636
524575,118.477325
524576,119.539444
524577,118.69654
524578,118.620766
524579,118.798134
524580,119.63515
524581,118.93451
524582,118.84792
524583,118.37744
524584,118.79941
524585,118.915375
524586,118.80142
524587,118.96885
524588,118.76248
524589,120.72215
524590,118.88127
524591,118.460556
524592,119.646416
524593,121.22879
524594,120.958015
524595,118.71931
524596,118.79913
524597,119.37778
524598,118.809746
524599,118.87443
524600,118.57095
524601,118.66584
524602,119.38087
524603,117.91868
524604,118.976036
524605,118.84153
524606,118.5752
524607,118.96937
524608,118.77936
524609,119.54259
524610,118.81353
524611,118.68434
524612,119.28954
524613,119.38332
524614,119.410576
524615,118.70052
524616,118.67681
524617,118.63727
524618,119.66566
524619,118.654854
524620,119.16042
524621,120.2012
524622,119.05734
524623,119.181145
524624,119.255486
524625,118.648544
524626,118.34005
524627,118.92968
524628,118.95195
524629,118.56195
524630,118.89431
524631,118.755775
524632,118.87678
524633,118.625534
524634,118.76684
524635,118.52187
524636,119.10565
524637,118.93595
524638,118.60547
524639,118.68436
524640,118.88204
524641,118.73307
524642,118.99765
524643,118.43211
524644,118.02945
524645,118.83066
524646,118.31211
524647,118.80559
524648,118.212555
524649,119.854904
524650,119.238556
524651,118.744125
524652,119.29566
524653,118.58669
524654,118.44108
524655,118.541466
524656,119.00651
524657,118.78724
524658,119.45688
524659,118.584076
524660,119.334114
524661,118.76906
524662,119.024826
524663,118.84748
524664,119.17196
524665,119.14192
524666,119.05315
524667,119.41605
524668,118.90503
524669,118.85678
524670,119.03508
524671,118.43115
524672,118.909744
524673,118.976074
524674,119.29696
524675,118.74644
524676,118.57381
524677,119.192406
524678,119.09555
524679,118.69034
524680,118.936745
524681,119.07471
524682,118.76297
524683,118.66429
524684,118.74294
524685,119.26111
524686,118.747604
524687,118.44399
524688,119.18809
524689,119.74942
524690,119.65659
524691,118.12163
524692,118.058716
524693,119.12968
524694,118.42432
524695,119.045555
524696,118.78366
524697,118.46285
524698,119.03713
524699,118.75261
524700,118.80084
524701,119.32441
524702,118.830986
524703,118.97539
524704,119.175095
524705,118.73994
524706,118.99305
524707,118.83516
524708,119.04987
524709,119.844635
524710,118.75298
524711,118.14559
524712,119.10948
524713,118.86988
524714,118.401726
524715,118.391884
524716,119.19278
524717,118.65745
524718,118.30294
524719,119.17255
524720,118.31702
524721,119.05421
524722,118.52701
524723,118.69381
524724,118.815094
524725,119.62007
524726,119.01106
524727,118.447266
524728,119.10416
524729,118.85661
524730,118.56923
524731,119.0592
524732,118.266815
524733,118.841995
524734,118.806404
524735,118.82313
524736,119.03838
524737,119.30631
524738,119.37675
524739,118.84577
524740,118.85999
524741,119.55115
524742,119.16305
524743,119.234665
524744,118.4935
524745,118.852844
524746,118.94872
524747,118.6636
524748,118.47466
524749,118.7354
524750,118.2258
524751,118.75798
524752,118.754616
524753,118.46952
524754,118.61961
524755,118.58574
524756,118.932755
524757,119.55309
524758,118.10519
524759,118.68274
524760,118.96022
524761,118.90729
524762,118.55853
524763,118.87816
524764,118.7507
524765,118.7859
524766,118.61363
524767,119.043724
524768,118.483086
524769,119.04045
524770,118.14334
524771,118.97836
524772,119.00133
524773,121.19261
524774,119.306244
524775,118.980774
524776,119.22697
524777,118.29872
524778,118.971825
524779,119.31648
524780,119.06999
524781,118.96289
524782,119.07071
524783,118.521774
524784,118.6983
524785,118.99262
524786,118.95673
524787,119.43167
524788,118.76837
524789,118.94716
524790,119.021095
524791,118.54523
524792,118.33749
524793,119.19712
524794,119.321434
524795,118.99886
524796,119.05377
524797,118.11129
524798,118.9221
524799,118.524765
524800,119.82502
524801,118.39532
524802,119.16872
524803,118.22272
524804,118.56483
524805,118.74343
524806,118.80408
524807,119.12492
524808,118.667274
524809,118.87351
524810,118.61171
524811,118.96763
524812,118.87125
524813,118.69232
524814,119.033356
524815,118.75024
524816,118.4318
524817,118.75496
524818,118.53804
524819,120.07701
524820,118.49034
524821,118.99824
524822,119.00805
524823,118.60761
524824,118.98278
524825,118.815125
524826,119.105675
524827,118.67443
524828,118.67323
524829,118.19639
524830,119.733734
524831,118.92036
524832,117.76479
524833,118.907715
524834,119.05121
524835,118.356766
524836,118.99184
524837,118.905846
524838,118.80283
524839,120.86178
524840,118.32842
524841,118.71593
524842,118.6517
524843,118.80625
524844,118.93878
524845,118.829796
524846,118.82839
524847,118.536156
524848,118.240265
524849,119.05886
524850,119.03994
524851,118.57375
524852,118.866554
524853,121.492035
524854,119.05944
524855,118.72221
524856,118.49533
524857,118.87827
524858,121.36445
524859,119.091484
524860,118.91673
524861,118.607124
524862,118.86065
524863,118.53182
524864,118.018295
524865,118.94622
524866,118.968
524867,118.51109
524868,118.38863
524869,118.50473
524870,118.63082
524871,119.10423
524872,118.62425
524873,118.529625
524874,118.68252
524875,118.91404
524876,118.780495
524877,118.67701
524878,118.55084
524879,118.670746
524880,117.67007
524881,118.37973
524882,117.82447
524883,118.84144
524884,118.592285
524885,118.07178
524886,118.9629
524887,118.88071
524888,119.6312
524889,118.89446
524890,119.00336
524891,119.12215
524892,118.30003
524893,118.61996
524894,118.75487
524895,118.82933
524896,118.967155
524897,118.91486
524898,119.1071
524899,118.834175
524900,119.17487
524901,119.134865
524902,118.94773
524903,118.87892
524904,118.922676
524905,118.68284
524906,119.09953
524907,118.82237
524908,119.15852
524909,118.24952
524910,118.9517
524911,118.761055
524912,119.08403
524913,118.1466
524914,118.351974
524915,118.59383
524916,118.94137
524917,118.823
524918,119.751755
524919,119.50431
524920,119.14602
524921,119.26194
524922,118.81408
524923,118.93358
524924,119.07917
524925,119.14834
524926,119.58228
524927,119.10264
524928,119.295525
524929,118.87023
524930,118.435135
524931,120.635895
524932,119.38246
524933,119.543396
524934,119.09754
524935,118.964676
524936,118.96237
524937,118.737625
524938,118.39017
524939,118.64454
524940,119.06482
524941,119.1872
524942,119.170746
524943,119.03852
524944,119.042336
524945,118.72461
524946,118.43667
524947,119.389015
524948,119.88789
524949,118.601456
524950,118.1778
524951,118.84663
524952,118.69804
524953,119.386566
524954,118.575806
524955,118.766655
524956,118.52753
524957,118.99538
524958,118.536255
524959,119.1084
524960,118.67716
524961,118.3239
524962,118.65995
524963,119.0193
524964,119.05596
524965,118.76741
524966,118.73219
524967,118.703316
524968,118.08726
524969,118.93737
524970,118.537346
524971,118.41817
524972,118.99107
524973,119.35646
524974,118.78312
524975,118.74917
524976,119.12055
524977,118.48515
524978,119.475044
524979,119.70803
524980,118.25112
524981,118.59184
524982,118.98117
524983,118.89044
524984,117.76895
524985,119.25526
524986,119.02268
524987,119.23226
524988,118.66152
524989,118.52686
524990,118.61164
524991,118.65058
524992,118.932884
524993,118.98237
524994,118.90444
524995,119.49378
524996,118.951416
524997,119.25725
524998,118.75488
524999,118.71201
525000,119.45768
525001,119.65077
525002,119.079445
525003,119.389435
525004,118.52493
525005,118.80835
525006,119.16223
525007,119.06047
525008,119.42733
525009,119.255684
525010,118.846565
525011,119.34711
525012,119.78212
525013,118.73582
525014,119.04535
525015,118.561676
525016,118.66428
525017,119.03678
525018,119.24251
525019,118.272255
525020,119.00518
525021,118.86357
525022,119.055626
525023,118.923004
525024,120.06128
525025,118.346825
525026,118.88222
525027,118.93089
525028,119.13757
525029,118.22477
525030,118.66673
525031,118.6185
525032,119.10052
525033,118.9489
525034,119.418755
525035,118.22703
525036,118.44435
525037,118.93998
525038,118.876465
525039,118.70471
525040,118.61714
525041,118.73368
525042,118.57418
525043,118.24108
525044,119.15007
525045,118.63905
525046,118.789116
525047,118.69901
525048,118.60644
525049,118.691605
525050,119.06187
525051,118.928635
525052,118.44182
525053,120.39536
525054,118.89115
525055,118.46555
525056,118.96387
525057,119.12051
525058,118.94888
525059,118.9837
525060,118.45614
525061,118.3148
525062,118.698364
525063,118.64261
525064,118.6381
525065,118.422516
525066,118.90417
525067,118.82779
525068,119.25314
525069,118.65851
525070,118.676796
525071,119.48323
525072,119.08497
525073,118.83201
525074,118.625275
525075,118.35892
525076,119.01729
525077,118.96981
525078,118.811295
525079,118.76291
525080,118.512764
525081,120.49747
525082,119.273964
525083,118.79976
525084,118.79808
525085,118.74175
525086,118.76188
525087,118.955894
525088,118.64424
525089,118.89277
525090,117.910515
525091,118.52781
525092,119.203186
525093,118.05358
525094,118.78712
525095,118.74581
525096,118.89261
525097,118.75884
525098,119.222496
525099,119.437546
525100,120.17028
525101,119.07153
525102,118.71767
525103,118.510574
525104,118.815414
525105,118.428055
525106,119.62734
525107,118.85308
525108,119.46962
525109,118.665306
525110,118.80349
525111,117.82599
525112,118.83013
525113,120.405945
525114,118.59328
525115,119.177155
525116,119.00132
525117,118.69275
525118,118.94252
525119,118.77764
525120,119.13206
525121,118.9577
525122,119.404045
525123,118.88252
525124,118.64814
525125,119.13765
525126,118.5609
525127,118.89584
525128,119.885796
525129,118.84284
525130,118.484695
525131,118.83121
525132,118.79836
525133,118.6533
525134,118.983
525135,118.33092
525136,118.66295
525137,118.4365
525138,119.077934
525139,118.84454
525140,118.766815
525141,118.59041
525142,118.69922
525143,118.93151
525144,119.02465
525145,118.5062
525146,118.90081
525147,119.44874
525148,118.850235
525149,118.8108
525150,118.86519
525151,118.88499
525152,118.722595
525153,119.19031
525154,119.067024
525155,117.94053
525156,118.91578
525157,118.34504
525158,119.579735
525159,118.467926
525160,119.319275
525161,118.99804
525162,119.55797
525163,118.94386
525164,118.96424
525165,118.99273
525166,120.00928
525167,118.48363
525168,118.97175
525169,119.44265
525170,118.80274
525171,118.69669
525172,119.42207
525173,118.44517
525174,118.74601
525175,122.11173
525176,119.1269
525177,118.54798
525178,118.381996
525179,118.297585
525180,119.11972
525181,117.82894
525182,118.865425
525183,119.17762
525184,118.74937
525185,119.250755
525186,118.00314
525187,119.639534
525188,118.827736
525189,119.00563
525190,118.88547
525191,118.248764
525192,118.7474
525193,118.33397
525194,118.55217
525195,118.517006
525196,118.836365
525197,119.35493
525198,118.90674
525199,118.50809
525200,118.427986
525201,118.693344
525202,118.85934
525203,118.3817
525204,118.08388
525205,118.85007
525206,119.11517
525207,118.563446
525208,118.93767
525209,118.78722
525210,118.52098
525211,118.990326
525212,118.67991
525213,118.653336
525214,118.860085
525215,118.77547
525216,118.80361
525217,118.37013
525218,118.97212
525219,119.19627
525220,119.450386
525221,119.00105
525222,119.08384
525223,118.352936
525224,118.7
525225,119.55254
525226,118.66553
525227,118.99149
525228,118.8127
525229,118.62411
525230,118.96473
525231,119.22637
525232,118.839294
525233,118.34014
525234,118.94985
525235,118.79314
525236,118.51493
525237,118.943474
525238,118.443146
525239,117.68314
525240,119.0845
525241,118.62965
525242,118.352135
525243,118.8002
525244,118.87881
525245,119.74816
525246,118.113945
525247,119.73006
525248,119.62295
525249,119.452774
525250,119.4096
525251,119.37101
525252,117.44748
525253,118.487976
525254,119.14569
525255,118.84587
525256,118.67029
525257,119.02613
525258,119.453545
525259,118.79361
525260,119.42134
525261,119.55566
525262,119.04047
525263,119.606316
525264,119.89239
525265,118.24839
525266,119.28328
525267,118.86579
525268,119.16411
525269,119.30165
525270,119.365746
525271,119.4088
525272,118.325584
525273,119.18195
525274,118.732086
525275,118.80494
525276,120.39793
525277,118.71289
525278,119.42518
525279,118.722565
525280,118.054085
525281,118.694626
525282,118.880486
525283,118.439964
525284,118.847496
525285,118.693054
525286,118.66272
525287,118.72068
525288,120.55472
525289,119.28471
525290,118.33508
525291,118.87344
525292,118.74232
525293,119.168625
525294,118.27455
525295,119.23807
525296,118.44356
525297,118.76734
525298,119.32108
525299,118.83681
525300,122.70782
525301,120.051186
525302,118.77329
525303,119.03752
525304,119.78355
525305,117.49474
525306,118.62186
525307,119.88389
525308,118.84986
525309,118.853065
525310,119.481094
525311,119.10937
525312,119.15828
525313,117.98896
525314,118.85898
525315,118.27846
525316,118.669464
525317,118.72762
525318,119.00326
525319,118.232056
525320,119.24524
525321,119.39653
525322,118.40141
525323,118.86393
525324,118.797485
525325,118.85037
525326,119.21467
525327,118.973915
525328,119.30452
525329,118.122925
525330,118.90885
525331,118.989586
525332,118.752846
525333,118.47226
525334,119.036865
525335,119.02142
525336,120.89422
525337,118.249466
525338,118.21197
525339,119.58988
525340,119.263794
525341,117.97768
525342,119.91005
525343,118.68861
525344,118.83985
525345,118.56817
525346,120.62915
525347,118.60547
525348,119.104355
525349,118.51314
525350,118.712685
525351,118.99799
525352,118.821175
525353,118.94608
525354,118.37764
525355,119.15313
525356,118.66441
525357,122.13861
525358,118.97079
525359,118.36049
525360,119.295044
525361,118.46634
525362,118.87356
525363,118.849236
525364,118.80945
525365,118.715416
525366,118.612114
525367,118.95469
525368,118.83962
525369,119.20763
525370,118.70153
525371,119.18833
525372,118.94909
525373,119.43947
525374,119.30709
525375,119.23361
525376,118.9201
525377,118.64574
525378,118.69339
525379,118.78292
525380,118.959526
525381,118.852264
525382,119.089066
525383,118.90528
525384,118.54267
525385,118.50703
525386,118.59557
525387,118.7874
525388,118.66395
525389,118.69734
525390,119.05384
525391,118.99845
525392,118.35326
525393,117.84685
525394,118.60289
525395,118.65963
525396,118.85546
525397,118.88995
525398,119.971725
525399,118.95428
525400,119.0492
525401,118.5948
525402,120.11657
525403,118.96731
525404,118.32313
525405,118.83649
525406,119.334526
525407,118.97618
525408,118.62531
525409,118.76129
525410,119.114525
525411,119.626724
525412,118.78267
525413,118.687546
525414,119.07285
525415,118.90849
525416,118.8531
525417,118.970566
525418,118.93163
525419,118.85295
525420,118.80702
525421,118.94849
525422,119.1521
525423,118.59576
525424,118.69403
525425,119.206894
525426,118.88426
525427,118.3426
525428,119.088905
525429,118.82289
525430,119.11798
525431,118.71798
525432,118.794624
525433,118.570854
525434,118.79015
525435,119.10207
525436,119.03007
525437,119.601555
525438,119.64384
525439,118.90309
525440,118.86413
525441,118.706955
525442,119.08419
525443,118.43522
525444,119.90318
525445,119.29128
525446,118.741
525447,118.74827
525448,118.4011
525449,118.73732
525450,118.53873
525451,118.50389
525452,118.78094
525453,118.89547
525454,118.94502
525455,119.05782
525456,118.38485
525457,118.6168
525458,118.142365
525459,118.7297
525460,118.73982
525461,119.15692
525462,118.43879
525463,118.30197
525464,118.242165
525465,117.70791
525466,118.812645
525467,119.27417
525468,119.10121
525469,118.38976
525470,118.47883
525471,118.54304
525472,118.92965
525473,118.92036
525474,118.90758
525475,119.0689
525476,119.7003
525477,119.15673
525478,118.13148
525479,119.05261
525480,118.96268
525481,119.25113
525482,119.151054
525483,118.41313
525484,118.26589
525485,118.67967
525486,118.722916
525487,120.41746
525488,118.6709
525489,118.88706
525490,119.2597
525491,119.309586
525492,118.13867
525493,119.10155
525494,119.03794
525495,118.5378
525496,119.19274
525497,119.04569
525498,118.53201
525499,119.0416
525500,119.00825
525501,118.11796
525502,117.73742
525503,118.554
525504,120.20883
525505,119.206825
525506,118.65927
525507,118.70036
525508,118.85729
525509,118.80227
525510,118.714294
525511,119.11666
525512,119.103065
525513,119.421974
525514,118.54012
525515,118.366714
525516,118.90012
525517,118.66857
525518,118.869576
525519,119.30449
525520,118.68976
525521,118.274895
525522,119.349915
525523,118.66771
525524,119.096954
525525,118.27939
525526,118.71928
525527,118.89018
525528,117.535706
525529,118.57254
525530,118.986305
525531,118.604706
525532,118.133865
525533,118.54186
525534,118.69764
525535,118.28921
525536,119.26468
525537,119.17669
525538,118.951706
525539,118.9205
525540,118.7427
525541,118.90889
525542,118.84499
525543,118.53931
525544,119.61605
525545,118.40935
525546,118.5631
525547,119.94609
525548,119.23174
525549,119.26145
525550,118.913734
525551,119.17218
525552,118.70982
525553,119.09568
525554,118.878914
525555,118.66072
525556,118.47611
525557,118.95984
525558,119.246864
525559,118.50239
525560,118.60168
525561,118.03942
525562,118.7388
525563,118.8514
525564,118.76417
525565,118.25301
525566,118.94177
525567,119.10326
525568,118.76803
525569,118.76516
525570,118.60781
525571,118.78647
525572,118.51769
525573,119.42537
525574,118.36078
525575,118.33381
525576,118.50925
525577,119.060814
525578,119.09942
525579,118.412834
525580,118.62162
525581,119.3943
525582,118.16426
525583,118.66415
525584,119.82954
525585,118.98803
525586,118.127335
525587,119.51593
525588,118.19968
525589,119.17476
525590,118.7222
525591,118.998604
525592,119.056015
525593,118.71506
525594,118.977715
525595,118.22053
525596,118.725365
525597,118.63389
525598,118.655655
525599,118.477425
525600,118.42244
525601,118.910065
525602,119.688576
525603,118.683044
525604,118.7646
525605,117.63513
525606,118.6164
525607,119.49383
525608,118.6456
525609,118.7137
525610,118.28202
525611,118.88131
525612,118.21293
525613,119.382866
525614,118.45974
525615,118.84597
525616,119.06824
525617,119.02084
525618,119.09911
525619,118.74323
525620,119.054245
525621,118.692726
525622,118.80597
525623,118.673164
525624,118.76482
525625,119.07407
525626,118.62164
525627,118.697296
525628,118.22744
525629,118.86028
525630,118.670265
525631,118.89405
525632,118.741325
525633,118.79995
525634,119.08058
525635,118.29024
525636,119.04284
525637,118.96287
525638,118.75734
525639,118.76864
525640,119.036934
525641,120.29189
525642,119.24291
525643,118.29181
525644,118.34731
525645,118.52077
525646,118.67482
525647,118.83266
525648,118.49824
525649,119.78476
525650,118.31474
525651,118.67421
525652,118.21552
525653,118.62039
525654,119.61608
525655,118.923
525656,118.702835
525657,119.06605
525658,120.66174
525659,118.87202
525660,119.55298
525661,118.92576
525662,119.24236
525663,118.24865
525664,119.57943
525665,118.52131
525666,118.891685
525667,119.31528
525668,118.38072
525669,119.30758
525670,118.83367
525671,118.77731
525672,118.923225
525673,120.02964
525674,118.96375
525675,118.9678
525676,119.37891
525677,118.48943
525678,118.75171
525679,119.06559
525680,119.065025
525681,119.26311
525682,119.547745
525683,118.89342
525684,118.83618
525685,118.358574
525686,118.61244
525687,118.82244
525688,118.82226
525689,120.17334
525690,118.859856
525691,118.76528
525692,118.704094
525693,118.85618
525694,118.92667
525695,119.67011
525696,119.02888
525697,118.53653
525698,119.113976
525699,119.16322
525700,119.395966
525701,118.95097
525702,118.99788
525703,117.888794
525704,118.683044
525705,118.7371
525706,119.2662
525707,118.07377
525708,118.330765
525709,118.71517
525710,119.06762
525711,118.84009
525712,118.84867
525713,119.12966
525714,122.49616
525715,117.67565
525716,118.973915
525717,118.70369
525718,118.79181
525719,118.63051
525720,118.97494
525721,119.89246
525722,118.95815
525723,118.53779
525724,118.33146
525725,119.88491
525726,118.659874
525727,118.2526
525728,118.50599
525729,119.21975
525730,118.94587
525731,119.20057
525732,118.43425
525733,119.12504
525734,118.700935
525735,118.787125
525736,118.396835
525737,118.52074
525738,118.950584
525739,119.02438
525740,118.52896
525741,118.58495
525742,118.71502
525743,119.53534
525744,118.162025
525745,119.10675
525746,118.96826
525747,119.62322
525748,118.74693
525749,118.966515
525750,118.29419
525751,118.22943
525752,118.45201
525753,118.83526
525754,118.323204
525755,118.5346
525756,118.27402
525757,119.75694
525758,118.55381
525759,118.22237
525760,118.85658
525761,119.2743
525762,118.74724
525763,119.04974
525764,118.86653
525765,118.91033
525766,118.79044
525767,118.81149
525768,119.73408
525769,118.47848
525770,118.5841
525771,117.96765
525772,119.897224
525773,118.04093
525774,119.81592
525775,118.900826
525776,119.1258
525777,119.05062
525778,119.29883
525779,119.00494
525780,118.792336
525781,118.85768
525782,119.55996
525783,123.29795
525784,118.98876
525785,118.619026
525786,118.98683
525787,118.20039
525788,119.19729
525789,118.96947
525790,119.175545
525791,119.0515
525792,118.80855
525793,118.45158
525794,117.16398
525795,119.411545
525796,119.31609
525797,118.814896
525798,118.850044
525799,118.69347
525800,118.79962
525801,118.82258
525802,118.48457
525803,118.004105
525804,119.17496
525805,118.780975
525806,119.88726
525807,118.58158
525808,118.83274
525809,118.715836
525810,118.878
525811,118.48785
525812,119.05245
525813,118.619095
525814,118.95837
525815,120.894005
525816,118.73338
525817,118.68027
525818,117.8415
525819,118.40358
525820,119.32149
525821,118.90002
525822,119.689964
525823,118.86166
525824,119.11659
525825,118.20382
525826,119.2738
525827,118.8126
525828,119.168274
525829,118.655685
525830,118.73301
525831,118.76319
525832,119.04783
525833,119.78987
525834,119.08694
525835,118.939575
525836,118.83359
525837,117.68666
525838,118.72476
525839,118.85962
525840,118.81382
525841,119.25293
525842,119.03498
525843,119.31735
525844,119.18156
525845,118.76606
525846,118.91455
525847,119.08847
525848,118.203674
525849,119.21079
525850,119.08581
525851,118.593994
525852,118.75542
525853,118.824776
525854,118.481064
525855,119.1592
525856,119.264786
525857,118.94354
525858,118.48326
525859,118.675186
525860,118.63945
525861,119.36858
525862,119.2298
525863,118.89226
525864,118.817154
525865,119.00804
525866,119.52579
525867,118.2488
525868,117.97816
525869,119.43798
525870,119.81732
525871,118.961266
525872,118.80782
525873,119.30859
525874,118.560074
525875,119.16562
525876,118.90513
525877,118.458496
525878,118.74435
525879,118.87535
525880,119.134995
525881,119.36018
525882,118.68682
525883,118.966644
525884,119.21052
525885,118.655426
525886,118.4916
525887,119.01863
525888,119.01606
525889,118.72434
525890,118.423615
525891,118.508736
525892,118.75809
525893,118.810715
525894,119.16892
525895,119.05943
525896,118.54842
525897,118.53781
525898,118.7992
525899,118.22528
525900,118.619576
525901,118.54612
525902,118.51986
525903,118.80816
525904,118.79284
525905,118.235176
525906,118.992195
525907,117.99056
525908,118.45373
525909,118.92726
525910,118.438675
525911,119.25992
